cell_id,lat,lon,elevation,slope,aspect,curvature,flow_accumulation,historical_landslide,landslide_id,landslide_year,training_event,control_for_event
cell_1119_311,30.513772213275423,79.49201961359199,1337,45.660294,280.63477,0.00699673,7.204879097226585,0,,,LS_002,LS_002
cell_1006_1045,30.545124329460947,79.70930620143957,3746,55.687965,142.30576,-0.023529414,20.328438329417068,0,,,LS_007,LS_007
cell_1075_79,30.52425430594886,79.4230423592372,3180,35.114708,290.4723,-0.0054681175,8.357868378496564,0,,,LS_008,LS_008
cell_1044_1077,30.535460840511632,79.7189273926063,3293,29.463558,59.64737,-0.003893435,158.70436308494487,0,,,LS_007,LS_007
cell_1122_305,30.51298137485266,79.49025230605733,1217,15.746926,307.40536,0.0016607197,8.670226948519081,0,,,LS_002,LS_002
cell_1005_652,30.54417346488857,79.59271923809546,1554,11.909263,238.627,-0.0011985607,96590.34411177292,0,,,LS_001,LS_001
cell_1013_649,30.54210980031732,79.59185896007259,1700,16.019993,83.85337,-0.0017447735,113.21161696660222,0,,,LS_001,LS_001
cell_505_178,30.67094655962625,79.45007368063905,3471,39.54083,20.556051,-0.015470925,38.498683304233055,0,,,LS_006,LS_006
cell_501_112,30.67173813337746,79.43045461969297,4261,49.631844,125.885826,-0.005556885,4.601678030504198,0,,,LS_006,LS_006
cell_961_575,30.555221762831568,79.56971236332627,1883,21.36045,358.0694,0.002549024,4.317888245784338,0,,,LS_005,LS_005
cell_1062_69,30.527555943437083,79.42002277240822,3098,36.873554,107.37404,0.032492142,1.024766258113815,0,,,LS_008,LS_008
cell_474_143,30.678780832013693,79.43955045034392,3641,43.690777,86.04575,-0.0026127151,5.021436423829511,0,,,LS_006,LS_006
cell_536_123,30.662791936948167,79.43386668048433,3845,24.985292,43.47247,-0.0027669691,106.53936102150035,0,,,LS_006,LS_006
cell_1124_212,30.512145450301425,79.4626830495968,2782,23.304586,110.282555,0.0053161713,2.21177713221928,0,,,LS_003,LS_003
cell_512_139,30.669010715557864,79.43851929266616,3546,34.45693,107.507164,0.0020616069,136.47539892762697,0,,,LS_006,LS_006
cell_507_145,30.67031578674247,79.4402806746177,3479,35.48277,112.45694,-0.007187079,27.31267134200109,1,LS_006,2017.0,LS_006,LS_006
cell_1066_630,30.52844070805489,79.58642001583041,2390,25.914837,40.601288,0.0038753052,1.8095805598553136,0,,,LS_001,LS_001
cell_1021_1073,30.54135485465456,79.71766327314954,3429,48.11325,125.38027,0.003974604,4.444132274014671,0,,,LS_007,LS_007
cell_952_553,30.55746066811652,79.56315154686793,1771,30.872879,12.300537,-0.0014077027,47.77838559637646,0,,,LS_005,LS_005
cell_1044_628,30.53408288880673,79.58574499408239,2245,15.589861,118.17859,-0.0017209313,2.0250203116266183,0,,,LS_001,LS_001
cell_1060_637,30.530003755102843,79.58847389039039,2233,38.799793,88.43493,-0.003356281,16.20403476069941,0,,,LS_001,LS_001
cell_1035_59,30.5344517989504,79.41694468323226,3400,28.90248,27.99205,0.001628921,1.1792860331649386,0,,,LS_008,LS_008
cell_1137_78,30.5083330301943,79.42300284025947,2624,42.557102,268.62955,0.0010266976,7.741372343389818,0,,,LS_004,LS_004
cell_1028_65,30.536270564856423,79.41869509183933,3283,33.65343,165.87209,0.004391519,1.543280712833962,0,,,LS_008,LS_008
cell_1030_70,30.53577509002756,79.42018637271879,3284,32.914684,250.58153,0.017053634,1.2366852471973278,0,,,LS_008,LS_008
cell_1038_1081,30.53701312110604,79.72009370971108,3237,36.46097,109.081116,-0.0083836885,10.288153507413709,0,,,LS_007,LS_007
cell_1117_287,30.514203144624656,79.48489481050235,1725,66.41608,171.62132,0.00078877644,4.568058336412812,0,,,LS_002,LS_002
cell_1031_1054,30.538731553773644,79.7120608612972,3752,48.67358,85.12611,0.0016214317,26.94726157567072,0,,,LS_007,LS_007
cell_1045_67,30.531913258280262,79.41935896623748,3133,36.937546,147.88818,-0.00026522746,23.484795232092225,1,LS_008,2017.0,LS_008,LS_008
cell_1031_1038,30.538684534668832,79.7073146389416,3989,37.01623,33.597504,0.0036248246,2.3874128971637867,0,,,LS_007,LS_007
cell_1060_1050,30.53127352757344,79.71097265115145,3803,26.57301,69.97391,-0.018219292,11.43189100600792,0,,,LS_007,LS_007
cell_1112_89,30.51479089684839,79.4261610407762,2797,42.836594,214.96979,-0.0038793616,14.080707875367256,0,,,LS_004,LS_004
cell_1145_75,30.50626836536609,79.42214648239924,2498,31.795801,249.25392,0.009093919,5.3026269165296895,0,,,LS_004,LS_004
cell_1070_78,30.525534398295203,79.42272506369163,3143,31.546673,340.78732,0.008766102,1.4790225746717067,0,,,LS_008,LS_008
cell_1050_86,30.530697835749383,79.4250147177452,3359,10.859704,344.0546,0.032474622,1.0000000166681748,0,,,LS_008,LS_008
cell_1115_266,30.51464407405333,79.47865957077134,1927,41.142567,80.15887,0.008063424,19.88535566017821,0,,,LS_002,LS_002
cell_1070_68,30.52549845744464,79.41975945080159,2970,36.664772,274.3987,0.016590133,1.46653069965975,0,,,LS_008,LS_008
cell_948_593,30.55861810707605,79.57500368843445,1641,26.502161,31.309952,0.000695605,17.308653314432448,0,,,LS_005,LS_005
cell_1064_1078,30.53032836829639,79.71929140382623,3409,45.830193,124.57147,0.014062576,1.419956238203874,0,,,LS_007,LS_007
cell_474_156,30.678827164318665,79.44341185952186,3432,43.2356,29.678492,0.01713295,1.4995553023201842,0,,,LS_006,LS_006
cell_1014_83,30.53992957992533,79.42397573524059,3081,41.834602,37.82568,-0.007359347,3.759284992613113,0,,,LS_008,LS_008
cell_1005_639,30.54413173561013,79.58886290654722,1732,33.734898,35.362465,0.0001842447,14.363544367716752,0,,,LS_001,LS_001
cell_1163_200,30.50209049583412,79.45928263892004,2406,17.458519,324.09027,0.0013533594,1.412397562871938,0,,,LS_003,LS_003
cell_1028_1028,30.539425363083847,79.70433802830476,4106,43.61376,139.11223,0.0029700287,3.550899453764252,0,,,LS_007,LS_007
cell_931_544,30.56282295318666,79.56040184079785,1563,20.760632,10.007984,0.0059930286,15.333574699174193,0,,,LS_005,LS_005
cell_1134_244,30.50968962265777,79.47221207906796,2370,25.286438,110.11963,-0.0011963112,19.157686874617333,0,,,LS_003,LS_003
cell_1051_1063,30.533622548455224,79.71479824259818,3565,28.82405,61.389545,0.0105741685,1.50626062812089,0,,,LS_007,LS_007
cell_1151_225,30.505258824855623,79.4666467004327,2385,33.90908,193.21909,0.009664972,1.342510896361947,0,,,LS_003,LS_003
cell_1112_293,30.51550754416388,79.48665413708058,1858,30.376608,109.24953,-0.008035012,11.839725244162976,0,,,LS_002,LS_002
cell_481_132,30.676944413179683,79.43631207020589,3970,42.256283,41.472534,0.01201185,1.5937919967465524,0,,,LS_006,LS_006
cell_1150_291,30.50574435339212,79.48621224491049,1331,28.715796,311.09952,0.0002563292,5.342679852969287,0,,,LS_002,LS_002
cell_537_128,30.66255309461322,79.43535572522936,3855,31.88827,329.45242,-0.0019267568,7.755513752273287,0,,,LS_006,LS_006
cell_1109_88,30.515557526584395,79.42585209809634,2859,44.381252,208.40524,0.009567379,3.677848981961656,1,LS_004,2017.0,LS_004,LS_004
cell_1076_72,30.523972424119755,79.42097060863239,3005,54.83444,251.78929,-0.024183849,23.1507388796526,0,,,LS_004,LS_004
cell_1140_294,30.508322133157723,79.48706202052689,1230,25.78923,297.03085,0.00041360603,43.376445619631774,0,,,LS_002,LS_002
cell_1039_97,30.53356134737768,79.42823159735137,3011,33.454388,49.853096,-0.0012817668,5.138783108654348,0,,,LS_008,LS_008
cell_1160_201,30.5028642262831,79.45956699318498,2384,21.431362,319.53778,-0.00044288274,2.421725582006967,0,,,LS_003,LS_003
cell_1010_1039,30.54407960532893,79.70753985799325,3858,38.21204,54.536636,-0.0036446606,29.903767444552823,0,,,LS_007,LS_007
cell_1048_68,30.531146649397403,79.41966801696664,3107,20.750431,214.61115,-0.0028575256,48.43689019998384,1,LS_008,2017.0,LS_008,LS_008
cell_1097_111,30.51872060312366,79.43262289856996,2866,30.21018,326.07022,-0.00014486394,4.329744956282536,0,,,LS_004,LS_004
cell_1039_638,30.53539883783044,79.58869252937392,2128,21.680614,73.96766,0.0050563775,1.3088752217955475,1,LS_001,2014.0,LS_001,LS_001
cell_1024_93,30.5373980751734,79.42698317988248,2936,35.57707,65.323135,0.0016104182,10.275214965601698,0,,,LS_008,LS_008
cell_959_583,30.555761319131005,79.5720782204964,1838,24.406063,64.17901,-0.0005894102,5.846308739934598,0,,,LS_005,LS_005
cell_1066_38,30.52641717011114,79.41084592832951,3171,42.961052,178.91908,-0.002676147,11.476654736995302,0,,,LS_008,LS_008
cell_533_154,30.663672784032,79.44306077960378,4129,38.089367,348.69006,0.008638445,1.2645248506561682,0,,,LS_006,LS_006
cell_1161_221,30.50267743926434,79.4655009943255,2049,20.604336,127.40536,0.0051165265,3.750779168281037,1,LS_003,2014.0,LS_003,LS_003
cell_1095_68,30.51908005124868,79.41986332149794,2738,41.48307,256.79208,0.0044117197,11.336673310717796,0,,,LS_004,LS_004
cell_507_146,30.67031935228521,79.44057767997845,3468,26.05591,109.41148,-0.0019396017,40.3149161583096,1,LS_006,2017.0,LS_006,LS_006
cell_521_135,30.666685837055045,79.43736848200662,3628,27.719675,343.98883,-0.005283191,2547.7169760980755,0,,,LS_006,LS_006
cell_888_574,30.57396141750934,79.56914060859563,2001,41.669212,27.956068,-0.008485868,42.29282299977693,0,,,LS_005,LS_005
cell_1069_55,30.52570836912197,79.41589999638336,3156,35.744827,73.33424,-0.013179071,6.127328438113339,0,,,LS_008,LS_008
cell_1144_229,30.507069973357822,79.46780454336636,2437,15.523543,198.43495,-0.0070573455,15.84287734215081,0,,,LS_003,LS_003
cell_483_138,30.67645239003029,79.4381024855994,3847,34.48756,82.28433,0.01455499,2.3133950363020848,0,,,LS_006,LS_006
cell_478_164,30.677828686359163,79.44580456364923,3219,27.39846,89.02898,-0.0028247745,31.37522372743614,0,,,LS_006,LS_006
cell_1065_79,30.52682167112536,79.42300088997806,3146,37.826035,248.07822,0.007779392,4.892958622257137,0,,,LS_008,LS_008
cell_1055_1075,30.532630541820488,79.71837121995782,3400,28.65517,13.477816,0.0015978019,3.767611901483092,0,,,LS_007,LS_007
cell_956_569,30.55648595881312,79.56791348063395,1818,27.420294,13.21275,0.0032630705,2.8039699044584805,0,,,LS_005,LS_005
cell_1022_1031,30.54097481938856,79.70520750801437,4082,29.39669,149.03624,-0.0035007286,8.397480758055877,0,,,LS_007,LS_007
cell_1121_288,30.513179614224114,79.48520727271303,1523,43.84421,140.19443,-0.00048652134,5.885339054871498,1,LS_002,2014.0,LS_002,LS_002
cell_918_597,30.566333683742663,79.57607792349071,1496,53.82271,87.23868,-0.0029067264,9.802286720800122,0,,,LS_005,LS_005
cell_1117_68,30.513431848297248,79.41995470009553,2566,18.860598,278.1301,-0.004668873,388.8838641283331,0,,,LS_004,LS_004
cell_1053_66,30.52985577234868,79.41909565122647,3139,34.74348,64.895424,0.0132802455,3.0127864811439955,0,,,LS_008,LS_008
cell_1063_96,30.52739608154002,79.42803424325207,3033,36.793213,56.49656,-0.019375633,27.98041817428785,0,,,LS_008,LS_008
cell_1139_313,30.50864416526956,79.49269191679885,1494,36.654263,262.53943,0.0036646645,16.64954946627745,0,,,LS_002,LS_002
cell_1032_1082,30.53855665191693,79.72037014414444,3213,32.707638,86.86364,-0.00015080585,13.374258263090848,0,,,LS_007,LS_007
cell_1038_1039,30.536890101766723,79.70763507973227,4027,41.295322,106.26021,0.010083584,2.077650090272931,0,,,LS_007,LS_007
cell_1040_88,30.53327237229927,79.42556646053146,3184,39.99508,52.230247,0.010493748,3.5116331897821373,0,,,LS_008,LS_008
cell_1126_301,30.51194064629556,79.48908205967065,1230,37.987724,95.48615,0.006034672,4.126040528104354,0,,,LS_002,LS_002
cell_514_126,30.668450786596782,79.43466656262017,3822,33.063213,74.74488,0.0012268985,91.48904249575486,0,,,LS_006,LS_006
cell_1040_87,30.53326878689999,79.42526987509272,3206,46.44865,41.275948,0.010786499,1.9435697653819115,0,,,LS_008,LS_008
cell_1047_96,30.53150387320396,79.42796809158921,3142,29.587662,104.78867,0.00072886504,2.417927762925963,0,,,LS_008,LS_008
cell_1137_200,30.50876578113151,79.4591773782455,2456,34.539944,124.60267,-0.017056141,8.108763053537107,0,,,LS_003,LS_003
cell_471_155,30.679593803131183,79.44310247006541,3390,37.475845,71.98023,0.009701221,19.09589302563735,0,,,LS_006,LS_006
cell_1164_247,30.50199774689301,79.47322199926823,1753,56.943264,185.90614,-0.00060576637,15.442632350934916,0,,,LS_003,LS_003
cell_1166_240,30.50145993012205,79.47115455309462,1799,44.964043,59.036243,-0.0061869514,5.380252239267538,0,,,LS_003,LS_003
cell_1041_1041,30.53612568221788,79.7082385417004,3983,40.316425,92.66989,0.011306837,2.0025016151543924,0,,,LS_007,LS_007
cell_1066_81,30.52657211367412,79.42359816670152,3163,33.281162,231.5198,-0.0012064307,4.154369995548404,0,,,LS_008,LS_008
cell_1170_247,30.500457285327617,79.47324606543576,1628,31.691162,68.72839,-0.008835687,8.289460810460183,0,,,LS_003,LS_003
cell_1018_76,30.53887749435019,79.42191610686385,3300,33.13816,66.19405,0.04344625,1.012405732872946,0,,,LS_008,LS_008
cell_498_173,30.672725970486244,79.44855991314104,3375,39.979603,45.0,-0.00023648591,8.047497994723981,0,,,LS_006,LS_006
cell_1069_65,30.52574439803473,79.4188656101164,2964,37.48855,150.49928,-0.0051811337,20.423046944957715,0,,,LS_008,LS_008
cell_493_144,30.67390647994568,79.43992589971332,3650,38.703487,102.66506,0.023413451,1.0693556649417566,0,,,LS_006,LS_006
cell_1052_84,30.530177189310923,79.42442985080605,3332,25.5896,312.02628,-0.0099963825,5.894420953875931,0,,,LS_008,LS_008
cell_1160_208,30.50288874140532,79.46164248016095,2354,45.675056,74.8311,0.014971349,1.652303059873802,0,,,LS_003,LS_003
cell_1165_218,30.50163999313257,79.46462763511626,2060,43.495323,91.06091,-0.0008909195,12.21409869862042,0,,,LS_003,LS_003
cell_476_161,30.67833148756424,79.44490524803614,3283,48.251713,138.81407,-0.0027011558,2.473865618665484,0,,,LS_006,LS_006
cell_1043_621,30.534317083951585,79.58366500192498,2293,22.614561,42.436234,-0.0074727414,17.99405800720981,0,,,LS_001,LS_001
cell_1135_218,30.50934226466085,79.46450660079765,2590,24.516768,195.64224,0.004998175,2.043978707332043,0,,,LS_003,LS_003
cell_1011_66,30.540638669113463,79.41892096964476,3272,36.960064,25.218925,0.0005602178,3.7583124010395386,0,,,LS_008,LS_008
cell_534_159,30.66343383601393,79.44454982017245,4100,29.595022,39.351746,0.01214627,1.7673325005279297,0,,,LS_006,LS_006
cell_1061_88,30.527880902876007,79.42565342053037,3245,47.449104,122.15229,-0.008850215,3.989261514252787,0,,,LS_008,LS_008
cell_1026_622,30.53868514372627,79.58389827840078,2142,38.179943,58.70696,0.0014581677,18.472314768166733,0,,,LS_001,LS_001
cell_508_147,30.67006618414484,79.44087880904017,3460,18.050188,52.666805,-0.0036736103,1987.3023802120888,1,LS_006,2017.0,LS_006,LS_006
cell_1074_623,30.526364119452943,79.58437365313212,2491,22.301733,12.994621,0.0021292,5.333685517132836,0,,,LS_001,LS_001
cell_1041_1026,30.536081479705405,79.7037890834261,4243,26.991787,29.438494,-0.0017545676,6.3007777189071925,0,,,LS_007,LS_007
cell_1136_226,30.50911345218148,79.46688277785921,2529,31.456215,86.29537,-0.0122490935,4.857721151968738,0,,,LS_003,LS_003
cell_1004_1042,30.545629041818373,79.70840942803456,3902,53.559616,164.38638,0.0029335623,2.423003727311021,0,,,LS_007,LS_007
cell_541_146,30.66159042538201,79.44071788097791,4213,49.959938,328.8912,0.008336743,2.503127935497322,0,,,LS_006,LS_006
cell_927_570,30.563935038216,79.56810080991178,1491,57.836617,196.03233,-0.0033118604,8.344587699148041,1,LS_005,2017.0,LS_005,LS_005
cell_507_144,30.67031222052124,79.43998366930995,3507,41.976482,112.68441,0.0028337832,13.29118623243313,1,LS_006,2017.0,LS_006,LS_006
cell_473_145,30.67904470009633,79.44014038569236,3587,46.745716,89.5265,0.00058542955,5.524803450285488,0,,,LS_006,LS_006
cell_953_573,30.557269263915327,79.56908888003498,1766,27.968317,339.16663,-0.00085814705,6.277327520246148,0,,,LS_005,LS_005
cell_1157_251,30.50380884065948,79.47437993084112,2102,45.825497,158.471,0.005307263,2.180785606658114,0,,,LS_003,LS_003
cell_1133_203,30.50980326290444,79.4600507381702,2593,48.070324,170.46336,0.014126658,1.7358643511078151,0,,,LS_003,LS_003
cell_1055_1036,30.53251621088556,79.70680301677935,4007,47.087616,106.36314,0.010827732,1.4077876834125576,0,,,LS_007,LS_007
cell_926_599,30.564286149140283,79.57670132738735,1446,38.050014,279.0395,0.0062200627,4.542955688394309,0,,,LS_005,LS_005
cell_1160_220,30.50293069049079,79.46520046375736,2059,25.516226,102.75754,-0.0074130273,17.055508489790544,1,LS_003,2014.0,LS_003,LS_003
cell_471_141,30.679543891028697,79.43894399755,3636,52.163628,5.0882535,0.0010408049,2.072905008483628,0,,,LS_006,LS_006
cell_1153_242,30.504804548202408,79.4716953448382,2295,41.669212,152.04393,0.0010780637,3.825039419776376,0,,,LS_003,LS_003
cell_509_128,30.669741604066708,79.43523986866343,3812,47.070457,118.55441,0.010047414,3.074625525500676,0,,,LS_006,LS_006
cell_1115_304,30.514775154378977,79.48992798917246,1452,73.36225,151.71962,0.008088099,2.583351974178488,0,,,LS_002,LS_002
cell_501_146,30.671859749871903,79.44055293226934,3495,33.91247,107.488,-0.00880559,26.12724593325353,0,,,LS_006,LS_006
cell_1130_59,30.510061886771243,79.41734005788805,2208,59.721127,235.65794,-0.010340051,8.32617810304796,0,,,LS_004,LS_004
cell_949_557,30.55824401526508,79.56432691760378,1698,27.613852,15.086353,-0.0060115186,22.681509954480106,0,,,LS_005,LS_005
cell_1014_622,30.5417662018022,79.5838535639726,2012,29.745867,45.62275,-0.008951385,225.87081328337152,0,,,LS_001,LS_001
cell_528_136,30.66489227936551,79.4376943954984,3766,20.874908,345.3236,0.0025828558,34.46143715953292,0,,,LS_006,LS_006
cell_511_124,30.66921382487212,79.4340601407671,3878,40.965057,101.082565,-0.008746552,120.86089576909454,0,,,LS_006,LS_006
cell_925_546,30.56437002185073,79.56097248867661,1406,48.03171,23.020287,-0.009371752,18.384763152113248,0,,,LS_005,LS_005
cell_1038_1052,30.536928306453763,79.71149131413843,3809,39.478607,111.91486,-0.0063948687,5.544485966321605,1,LS_007,2017.0,LS_007,LS_007
cell_1030_73,30.535785879714386,79.42107614985758,3318,34.04553,206.23193,0.005419726,1.539638531869278,0,,,LS_008,LS_008
cell_1110_87,30.51529720647488,79.42555970500155,2815,45.21009,213.62079,-0.0004988818,8.198951977824105,1,LS_004,2017.0,LS_004,LS_004
cell_516_131,30.667955205701,79.43615982905949,3731,30.94218,100.980644,-0.0026519026,26.368850413048328,0,,,LS_006,LS_006
cell_1033_86,30.535062355746657,79.42494428691138,3178,54.56029,47.53356,0.0029108105,2.310129214150208,0,,,LS_008,LS_008
cell_1061_70,30.52781627627408,79.42031518535171,3062,43.313995,68.69422,0.0097577935,1.5323834257317797,0,,,LS_008,LS_008
cell_1093_287,30.520365008981283,79.4847992167271,1890,37.891617,106.38954,8.27358e-05,14.986266797883456,0,,,LS_002,LS_002
cell_1140_232,30.50810740015921,79.46867798321446,2456,10.234417,131.05481,-0.0063577383,37.020324435007794,0,,,LS_003,LS_003
cell_508_143,30.67005192076181,79.43969079084222,3515,41.485172,120.76854,-0.0010969783,11.77435206365957,1,LS_006,2017.0,LS_006,LS_006
cell_1058_44,30.52849274620825,79.41259190750293,3383,16.17202,91.7357,0.000500718,2.4840158172573865,0,,,LS_008,LS_008
cell_1050_1084,30.533940628192543,79.7210239924874,3229,23.077913,75.677284,0.003943111,3.78276465775501,0,,,LS_007,LS_007
cell_1039_1056,30.536683270140887,79.71268123616899,3702,30.954388,113.7495,-0.0036710002,10.657576732946412,1,LS_007,2017.0,LS_007,LS_007
cell_1039_1053,30.536674471994218,79.71179133708351,3778,51.06001,99.39547,-0.0002524098,7.054448836276206,1,LS_007,2017.0,LS_007,LS_007
cell_1070_91,30.52558102055075,79.42658036841976,3026,44.376633,49.733444,-0.0036204131,6.386101936707659,0,,,LS_008,LS_008
cell_1014_662,30.54189468233853,79.5957189120085,1650,62.97683,233.74615,-0.009590141,16.658504247664407,0,,,LS_001,LS_001
cell_1120_289,30.513439805718026,79.48549982482417,1530,55.067352,173.6598,-0.009798559,13.123238704896435,1,LS_002,2014.0,LS_002,LS_002
cell_1038_57,30.53367438190776,79.416364005289,3397,40.910526,155.12344,0.0029373069,2.1360323574985536,0,,,LS_008,LS_008
cell_1038_1074,30.53699270059338,79.71801726605726,3351,31.575409,120.96376,-0.0079497015,9.950319477464635,0,,,LS_007,LS_007
cell_1032_76,30.53528319134146,79.42197423016529,3295,38.779743,200.81265,-0.00044169553,3.1100738996281843,0,,,LS_008,LS_008
cell_1028_650,30.5382616708667,79.59221116004029,1816,28.566164,17.850311,0.00018116953,275.2826937324068,0,,,LS_001,LS_001
cell_1122_289,30.51292631654208,79.48550778621858,1488,33.115593,121.2284,-0.015749762,1516.0743835872845,1,LS_002,2014.0,LS_002,LS_002
cell_1080_67,30.52292749833535,79.41950444988157,2882,47.96934,254.14807,-0.008569153,21.09650322161983,0,,,LS_008,LS_008
cell_1036_41,30.534130068217674,79.41161028964746,3564,31.628838,23.091293,-0.003296913,2.23921899401448,0,,,LS_008,LS_008
cell_1040_639,30.53514529578585,79.58899285542671,2123,17.964088,65.170654,0.0035723993,1010.1314057500437,1,LS_001,2014.0,LS_001,LS_001
cell_1039_1051,30.536668603187223,79.71119807124438,3833,39.58535,93.04478,0.0029006987,2.160646274952804,1,LS_007,2017.0,LS_007,LS_007
cell_489_133,30.67489413043004,79.4366421819207,3957,52.65743,93.073326,0.002937915,3.96047719598551,0,,,LS_006,LS_006
cell_470_152,30.679839851671154,79.44220724625583,3415,39.89969,31.686363,-0.011777719,28.61757092607219,0,,,LS_006,LS_006
cell_1061_93,30.527898815917684,79.42713626669895,3123,53.15558,144.37465,0.0021147202,6.423998876860042,0,,,LS_008,LS_008
cell_951_591,30.55784135194292,79.57442158417115,1692,28.687843,18.725792,-0.00031838022,19.30700981394785,0,,,LS_005,LS_005
cell_1003_1064,30.54595037537487,79.71493257170933,3455,29.30711,110.13631,-0.024101637,466.33544100744336,0,,,LS_007,LS_007
cell_951_560,30.55774032283028,79.56522451469952,1730,34.70902,5.457548,-0.00021702383,104.47690927088748,0,,,LS_005,LS_005
cell_492_159,30.674216642901023,79.44437703468044,3290,11.969297,39.957542,-0.016084947,17106.095419777826,0,,,LS_006,LS_006
cell_1112_108,30.514858828547943,79.43179510952594,3040,16.40894,17.35403,-0.0024147423,77.61322877104426,0,,,LS_004,LS_004
cell_1070_652,30.527484324459817,79.59295986634046,2299,14.672065,22.69379,-0.0002496076,61.015309285065015,0,,,LS_001,LS_001
cell_1038_1034,30.53687537727321,79.70615191461913,4139,44.225243,55.664574,0.017448364,1.334895046712744,0,,,LS_007,LS_007
cell_936_595,30.56170563781168,79.57555204200892,1480,45.462677,24.239038,0.010274772,4.591538137897795,0,,,LS_005,LS_005
cell_1145_270,30.50695559739736,79.47996556747985,1649,45.528854,112.03077,-0.013208455,166.74103021660935,0,,,LS_002,LS_002
cell_495_160,30.67344999950976,79.44468639511207,3338,38.94852,312.35745,0.004282418,19.175170744460747,0,,,LS_006,LS_006
cell_1103_61,30.517000969601007,79.41782080715015,2587,32.52015,267.23615,0.008008231,3.3515058673078286,0,,,LS_004,LS_004
cell_1012_626,30.5422926082644,79.58503264850135,1938,30.08211,49.304466,0.0012295715,48.59577559780813,0,,,LS_001,LS_001
cell_1132_231,30.510157857072524,79.46834926744127,2497,9.338514,124.11447,-0.0047017233,36.74689100034016,0,,,LS_003,LS_003
cell_1124_94,30.51172794630165,79.42769328084903,2836,29.94872,303.8112,0.0048009055,3.8512162520026254,0,,,LS_004,LS_004
cell_1023_45,30.537482083422045,79.412742351715,3405,19.274723,154.72227,-0.005408796,31.186873666339743,0,,,LS_008,LS_008
cell_532_156,30.66393663394259,79.44365063526631,4105,25.877996,31.675476,0.014609357,1.3931768812397158,0,,,LS_006,LS_006
cell_524_149,30.665965581083707,79.44153876451296,3810,53.051506,316.33844,0.004439036,4.506615342370002,0,,,LS_006,LS_006
cell_1128_218,30.511139459977343,79.46447835273749,2736,10.085038,110.22485,0.021945367,1.00000594142627,0,,,LS_003,LS_003
cell_1064_47,30.5269631739539,79.41350664903473,3276,39.980385,202.80453,0.0007704065,3.183197428131548,0,,,LS_008,LS_008
cell_1034_1055,30.537964181071363,79.71236766434131,3685,59.36159,75.99991,-0.016699312,60.496427099819535,0,,,LS_007,LS_007
cell_1125_108,30.511521233364512,79.431848692425,3079,29.121937,247.2759,-0.0018583895,4.427809187086679,0,,,LS_004,LS_004
cell_1013_65,30.54012159702961,79.41863268464307,3327,34.657177,13.5948305,0.014108668,1.4099345739432638,0,,,LS_008,LS_008
cell_1038_58,30.53367798762409,79.41666059068446,3386,38.728664,151.18921,0.002439933,2.314555044745367,0,,,LS_008,LS_008
cell_543_152,30.661098329899293,79.44250798999552,4225,30.073536,99.6052,-0.0021636232,4.505930218283228,0,,,LS_006,LS_006
cell_1009_1062,30.544403908371923,79.71435955045615,3535,30.290783,99.95807,0.018181346,1.0779282552236058,0,,,LS_007,LS_007
cell_1042_64,30.53267266515535,79.41845674504611,3264,47.879734,143.7217,0.009325862,24.92600117285175,0,,,LS_008,LS_008
cell_1054_38,30.52949798897985,79.41079577547417,3415,44.01558,233.1301,0.010179791,1.793259979109116,0,,,LS_008,LS_008
cell_1013_81,30.54017913579244,79.42337837603502,3116,44.84835,47.505093,0.01229434,2.5933084652788616,0,,,LS_008,LS_008
cell_1122_256,30.51281221359514,79.4757222554814,2242,35.821514,97.341225,0.00676016,4.202850095996501,0,,,LS_002,LS_002
cell_513_169,30.668860769547308,79.44743345538392,3676,64.86416,84.44214,0.00018477111,2.131817761304888,0,,,LS_006,LS_006
cell_1167_220,30.501133492300287,79.4652286893008,1987,37.825146,114.39031,-0.01225851,10.142241821748618,0,,,LS_003,LS_003
cell_1038_1054,30.536934173970188,79.71208458162452,3730,53.7538,109.3684,-0.018840246,7.344224025928046,1,LS_007,2017.0,LS_007,LS_007
cell_1148_230,30.50604648816132,79.46811715663263,2412,22.90575,200.69545,-0.0019933362,5.311601522819763,0,,,LS_003,LS_003
cell_492_121,30.67408098980307,79.43309039471805,4246,32.146206,131.60028,0.0021212492,2.6337761921113336,0,,,LS_006,LS_006
cell_1140_107,30.50766659150189,79.43161399910487,2921,20.696774,287.59244,-0.006906983,31.50365780084376,0,,,LS_004,LS_004
cell_1071_52,30.52518407623877,79.41501864922857,3182,41.622025,186.52785,-4.0301577e-05,1.873505000144315,0,,,LS_008,LS_008
cell_516_138,30.66798021445641,79.43823881306407,3561,27.803522,88.09085,-0.0011703281,673.7376127353544,0,,,LS_006,LS_006
cell_545_146,30.660563491995457,79.44073437118817,4317,26.818594,39.35945,0.01665073,1.2751632882575414,0,,,LS_006,LS_006
cell_1043_57,30.53239070492094,79.41638483351377,3312,25.798498,162.55281,-0.0036583995,3.884991927632283,0,,,LS_008,LS_008
cell_1006_1054,30.54515076316874,79.71197612841266,3621,37.519363,144.30994,0.008878101,2.4657148113428624,0,,,LS_007,LS_007
cell_1140_218,30.508058553402314,79.46452677642677,2441,36.402817,169.35938,-0.0072868387,8.912800019812542,0,,,LS_003,LS_003
cell_1017_61,30.53908024424852,79.41746291950267,3387,31.419365,357.93988,0.0031980774,2.9055771971650213,0,,,LS_008,LS_008
