pseudocode,state,district,block,rural_urban,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,lgd_block_name,school_category,school_type,lowclass,highclass,managment,pincode,special_school_for_cwsn,shift_school,resi_school,resi_type,minority_school,medium_instr1,medium_of_instr2,medium_of_instr3,medium_of_instr4,aff_board_sec,aff_board_hsec,approachable_road,pre_primary,anganwadi_yn,avg_instr_days,cce_yn,same_sch_b,same_sch_g,other_sch_b,other_sch_g,anganwadi_ecce_b,anganwadi_ecce_g,cwsn_sch_type,rte_25p_admission_yn,estd_year,certified_fit_india_yn,is_nsqf,prevoc_yn,stc_yn,smdc_pta_yn,smdc_pta_meeting,remedial_tch_enrol,learner_holistic_rptcard_yn,facility_building_status,facility_no_building_blocks,facility_pucca_building_blocks,facility_boundary_wall,facility_total_class_rooms,facility_other_rooms,facility_classrooms_in_good_condition,facility_classrooms_needs_minor_repair,facility_classrooms_needs_major_repair,facility_separate_room_for_hm,facility_total_boys_toilet,facility_total_boys_func_toilet,facility_total_girls_toilet,facility_total_girls_func_toilet,facility_total_boys_cwsn_toilet,facility_func_boys_cwsn_friendly,facility_total_girls_cwsn_toilet,facility_func_girls_cwsn_friendly,facility_urinal_boys,facility_urinal_girls,facility_handwash_near_toilet,facility_hand_pump_yn,facility_well_prot_yn,facility_tap_yn,facility_othsrc_yn,facility_well_unprot_yn,facility_pack_water_yn,facility_hand_pump_fun_yn,facility_well_prot_fun_yn,facility_tap_fun_yn,facility_othsrc_fun_yn,facility_well_unprot_fun_yn,facility_pack_water_fun_yn,facility_rain_water_harvesting,facility_handwash_facility_for_meal,facility_electricity_availability,facility_solar_panel,facility_library_availability,facility_book_bank,facility_reading_corner,facility_playground_available,facility_playground_alt_yn,facility_medical_checkups,facility_availability_ramps,facility_availability_of_handrails,facility_furniture_availability,facility_phy_lab_cond,facility_chem_lab_cond,facility_bio_lab_cond,facility_math_lab_cond,facility_lang_lab_cond,facility_geo_lab_cond,facility_home_sc_lab_cond,facility_psycho_lab_cond,facility_comp_lab_cond,facility_comp_ict_lab_yn,facility_ict_lab_yn,facility_laptop,facility_tablet,facility_desktop,facility_digiboard,facility_teachdev_tot,facility_server_tot,facility_smart_class_tv_tot,facility_projector,facility_printer,facility_internet,facility_dth,facility_spl_educator_yn,facility_librarian_yn,facility_land_avl_yn,facility_kitchen_garden_yn,facility_staff_qtr_yn,facility_tinkering_lab_yn,facility_boarding_pri_yn,facility_boarding_upr_yn,facility_boarding_sec_yn,facility_boarding_hsec_yn,facility_cyber_safety,facility_psycho_social,facility_enrichment_activities,safety_sdmp_plan_yn,safety_struct_safaud_yn,safety_nonstr_safaud_yn,safety_cctv_cam_yn,safety_fire_ext_yn,safety_nodal_tch_yn,safety_safty_trng_yn,safety_dismgmt_taug_yn,safety_slfdef_grt_yn,safety_slfdef_trained,safety_guide_display_yn,safety_tch_first_level_counsellor,safety_safe_sec_audit,safety_teacher_displaying_photo,safety_vidya_pravesh,safety_stu_atndnc_yn,safety_tch_atndnc_yn,safety_sch_youth_club_yn,safety_sch_eco_club_yn,safety_tch_icard_yn,safety_self_cert_obtained_yn
4617546,UTTARAKHAND,CHAMOLI,DASHOLI,2,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Kothiyaal Gaon Ward No.10,,,,1,3,1,5,1,246424,2,2,3,0,2,4,19,0,0,0,0,1,2,1,230,1,0,0,0,0,0,0,9,9,1960,1,2,9,2,1,0,0,1,3,1,1,1,3,2,2,0,1,1,2,2,2,2,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,0,0,2.0,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
3372868,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Bangthal,Bangthal,Pokhari,1,3,1,5,1,246473,2,2,3,0,2,4,19,14,0,0,0,2,2,1,230,1,0,0,0,0,0,0,9,9,1960,1,2,9,2,2,0,0,1,3,1,1,5,2,1,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,0,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
6679895,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Simalt,Kanoth,Karnaprayag,1,3,1,5,1,246487,2,2,3,0,2,4,14,19,0,0,0,2,2,1,226,1,0,0,0,0,0,0,9,9,1979,1,2,9,2,2,0,2,1,3,1,1,2,2,1,0,2,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,0,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,4,1,1,2,2,1,1,1,1
2924137,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Duwa,Duwa,Karnaprayag,1,3,1,5,1,246429,2,2,3,0,2,4,19,14,0,0,0,2,2,2,230,1,0,0,0,0,2,1,9,9,1946,1,2,9,2,2,0,4,1,3,1,1,1,3,1,3,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,0,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
6267198,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Malasi,Malsi,Gairsain,1,3,1,5,1,246440,2,2,3,0,2,4,19,14,0,0,0,2,2,1,226,1,1,1,0,0,0,0,9,9,1997,1,2,9,2,1,5,0,1,3,1,1,5,3,1,0,0,3,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,2,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,0,0,2.0,1,1,1,2,1,1,2,1,9,0,1,1,2,1,1,2,2,1,1,1,1
5628777,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Matiyala,Matiyala,Karnaprayag,1,3,1,5,1,246444,2,2,3,0,2,4,0,0,0,0,0,1,2,1,223,1,0,0,0,0,2,1,9,9,1977,1,2,9,2,2,0,3,1,3,1,1,1,2,1,0,2,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,1,1,2,3,2,1,1,9,9,2,9,9,9,10,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
3543596,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Kandari Khor,Kandari Khor,Gairsain,1,3,1,5,1,246486,2,2,3,0,2,4,0,0,0,0,0,1,2,1,223,1,0,0,0,0,0,0,9,9,1946,2,2,9,2,2,0,4,1,3,1,1,5,2,1,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,9,9,1.0,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
7166331,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Kunjpothani,Konj Pothani,Dasholi,1,3,1,5,1,246426,2,2,3,0,2,4,19,0,0,0,0,2,2,2,222,1,0,0,0,0,0,0,9,9,1990,1,2,9,2,2,0,0,1,3,1,1,2,2,1,0,2,0,1,1,1,1,1,0,0,0,0,0,0,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,0,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
7734944,UTTARAKHAND,CHAMOLI,GAIRSAIN,2,Gairsain-Town Panchayat,Gairsain (NP) -Saliyana Ward No. 1,,,,2,3,1,8,5,246428,2,2,3,0,2,19,0,0,0,0,0,1,1,9,225,1,3,5,0,0,0,0,9,9,1987,9,2,2,2,9,0,0,9,1,3,1,1,9,9,9,0,0,1,3,3,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,2,0,0,0,0,0,1,1,2,3,2,1,1,9,9,2,9,9,9,0,0,,1,1,1,1,1,1,1,1,2,0,1,2,1,1,1,1,1,1,1,1,1
1853022,UTTARAKHAND,CHAMOLI,KARANPRAYAG,2,Karnaprayag-Municipality,Karnaprayag (NP) -Bus Station Semi Ward No.6,,,,1,3,1,5,5,246444,2,2,3,0,2,4,0,0,0,0,0,1,1,9,218,1,0,0,0,0,0,0,9,9,1979,9,2,9,2,9,0,0,9,1,1,1,1,7,3,7,0,0,1,2,2,2,2,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,1,0,10,0,0,0,1,2,1,1,2,2,2,2,1,9,9,2,9,9,9,0,0,,1,1,1,1,1,1,1,1,9,0,1,1,6,1,1,1,1,2,1,1,1
9615461,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Mathkot,Mathkot,Ghat,1,3,1,5,1,246435,2,2,3,0,2,4,19,0,0,0,0,1,2,2,228,1,0,1,0,0,0,0,9,9,1945,1,2,9,2,1,3,24,1,3,2,2,5,2,1,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,3,0,0,0,1,1,2,3,2,1,1,9,9,2,9,9,9,0,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,2,1,1,1
6996508,UTTARAKHAND,CHAMOLI,DEHRADUN REGION,2,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Paduli Papdiyana Ward No.9,,,,3,3,1,12,92,246401,2,2,3,0,2,19,4,0,0,1,1,1,2,2,0,1,1,0,14,11,0,0,9,9,2010,2,1,2,2,1,0,0,2,4,1,1,3,13,11,13,0,0,1,4,4,2,2,0,0,0,0,4,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,9,2,1,2,1,2,2,2,2,4,2,4,4,2,1,2,0,0,20,0,0,0,4,4,5,1,2,1,1,2,2,2,2,2,9,2,2,141,0,1.0,1,1,2,1,1,1,1,1,2,0,1,1,1,1,2,2,1,2,1,1,2
2111520,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Pairi,Peri,Ghat,7,3,6,10,1,246435,2,2,3,0,2,4,19,14,0,2,0,2,9,9,217,1,0,0,0,0,0,0,9,9,1990,1,2,2,2,1,4,11,1,3,2,2,2,5,6,5,0,0,1,2,2,3,3,0,0,0,0,5,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,2,2,3,2,2,1,2,2,9,9,2,9,69,0,1.0,1,1,1,2,1,1,1,1,1,55,1,1,1,1,1,2,2,1,1,1,1
8740550,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Mehargaon,Ramra Malla,Gairsain,7,3,6,10,1,246428,2,2,3,0,2,4,0,0,0,2,0,2,9,9,225,1,0,0,0,0,0,0,9,9,1991,1,2,2,2,1,4,0,1,3,2,2,5,7,6,7,0,0,1,2,2,2,2,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,2,0,0,0,1,1,1,1,2,3,2,1,1,2,2,9,9,2,9,0,0,1.0,1,1,1,1,1,1,1,1,1,19,1,1,3,1,1,2,2,1,1,1,1
9571818,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Sirana,Sirana,Gairsain,4,3,6,8,1,246440,2,2,3,0,2,4,19,0,0,0,0,2,9,9,224,1,0,0,0,0,0,0,9,9,2005,1,2,2,2,1,0,1,1,3,1,1,2,4,4,0,0,4,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,3,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,2,1,2,3,2,1,1,9,9,9,9,9,9,0,0,1.0,1,1,1,2,1,1,1,1,1,5,1,2,1,1,1,2,2,1,1,1,1
9737414,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Kandara,Kandara,Karnaprayag,5,3,6,12,1,246488,2,2,3,0,2,4,14,19,0,2,2,1,9,9,231,1,0,0,0,0,0,0,9,9,1964,1,2,2,2,1,10,50,1,3,2,2,5,13,6,9,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,2,2,2,2,2,4,4,4,4,2,9,0,0,4,0,1,0,1,1,1,1,2,1,2,1,1,2,2,9,9,2,2,175,175,1.0,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,2,3,1,1,1,1
3322563,UTTARAKHAND,CHAMOLI,DASHOLI,2,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Kund Colony Ward No.3,,,,5,2,6,12,1,246401,2,2,3,0,2,4,0,0,0,2,2,1,9,9,230,1,0,0,0,0,0,0,9,9,1965,1,2,2,2,1,5,36,1,3,1,1,7,24,9,14,5,5,1,0,0,8,8,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,2,2,1,4,4,4,2,4,1,1,1,1,0,37,0,0,0,1,2,2,1,1,3,2,1,1,1,2,9,9,2,2,174,174,1.0,1,1,2,1,1,1,1,1,1,45,1,1,5,1,1,2,3,1,1,1,1
3988289,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Beri Talli,Beditalli,Gairsain,4,3,6,8,1,246440,2,2,3,0,2,4,14,19,0,0,0,1,9,9,235,1,0,0,0,0,0,0,9,9,2004,1,2,2,2,2,0,10,1,3,1,1,2,3,2,1,2,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,5,0,0,0,1,0,1,1,2,3,2,1,1,9,9,9,9,9,9,27,0,1.0,1,1,1,2,1,1,1,1,2,0,1,1,5,1,2,2,2,1,1,2,1
1965730,UTTARAKHAND,CHAMOLI,POKHARI,2,POKHRI-Town Panchayat,Pokhri (NP) -Pokhri Lower Ward No. 2,,,,5,2,6,12,1,246473,2,2,3,0,2,4,14,19,0,2,2,2,9,9,238,1,0,0,0,0,0,0,9,9,1989,1,2,2,2,1,4,10,1,3,10,10,5,10,2,10,0,0,1,0,0,4,4,0,0,0,0,0,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,4,4,1,4,4,4,2,9,0,0,8,0,0,0,4,1,2,1,2,3,2,1,1,2,2,9,9,2,2,131,131,1.0,1,1,1,2,1,1,1,1,1,131,1,1,2,1,1,2,2,1,1,1,1
2908120,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Bhainti,Bhenti,Ghat,1,3,1,5,1,246435,2,2,3,0,2,4,19,0,0,0,0,2,2,1,227,1,0,0,0,1,0,0,9,9,1945,1,2,9,2,2,0,0,1,3,1,0,7,2,1,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,0,0,1.0,1,2,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
7696625,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Kaub,Kaub,Narayanbagar,1,3,1,5,1,246455,2,2,3,0,2,4,0,0,0,0,0,2,2,2,225,1,0,0,0,0,0,0,9,9,2005,1,2,9,2,2,0,5,2,3,1,1,5,2,0,2,0,0,2,3,3,2,2,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,1,1,2,3,2,1,1,9,9,2,9,9,9,24,24,1.0,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,2
9435204,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Bisauna,Bisona,Gairsain,1,3,1,5,1,246440,2,2,3,0,2,4,19,0,0,0,0,1,2,1,224,1,0,0,0,0,1,0,9,9,1979,1,2,9,2,2,0,0,1,3,1,1,7,3,4,1,1,1,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0,1,1,1,1,3,1,1,1,9,9,2,9,9,9,25,25,1.0,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
2195700,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Irani,Irani,Dasholi,1,3,1,5,1,246424,2,2,3,0,2,4,0,0,0,0,0,1,2,1,220,1,0,0,0,0,0,1,9,9,1986,1,2,9,2,2,0,0,1,3,1,0,1,2,2,0,2,0,1,1,0,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,1,2,2,2,2,1,9,9,2,9,9,9,0,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
4268777,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Atthu,Atthu,Dewal,1,3,1,5,1,246427,2,2,3,0,2,4,19,14,0,0,0,2,2,2,240,1,0,0,0,0,0,3,9,9,1975,1,2,9,2,2,0,0,1,3,2,0,1,4,4,0,2,2,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,0,0,1.0,1,1,1,2,1,1,1,1,9,0,1,2,6,1,1,2,2,1,1,1,1
3261200,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Odar,Odar,Dewal,1,3,1,5,1,246427,2,2,3,0,2,4,19,14,0,0,0,2,2,2,225,1,0,0,0,0,1,2,9,9,1958,2,2,9,2,2,0,0,2,3,1,1,7,2,2,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,3,0,1.0,1,1,1,2,1,1,1,1,9,0,1,2,2,1,1,2,2,2,1,2,2
4537849,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Budera,Budera,Narayanbagar,1,3,1,5,1,246455,2,2,3,0,2,4,19,14,0,0,0,2,2,2,222,1,0,0,0,0,0,1,9,9,2004,1,2,9,2,1,4,2,1,3,1,1,2,3,1,1,0,2,1,3,0,1,1,0,0,0,0,3,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,10,10,1.0,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
8007809,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Angtoli,Angtoli,Narayanbagar,1,3,1,5,1,246455,2,2,3,0,2,4,19,14,0,0,0,2,2,1,228,1,0,0,0,0,1,0,9,9,1986,1,2,9,2,2,0,0,1,3,1,1,2,2,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,1,1,2,3,2,1,1,9,9,2,9,9,9,0,0,1.0,1,2,2,2,1,1,1,1,9,0,1,2,5,1,2,2,2,1,1,1,2
5366325,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Rajbagti,Rajwagati,Ghat,1,3,1,5,1,246449,2,2,3,0,2,4,19,14,0,0,0,2,2,1,240,1,2,1,0,0,0,0,9,9,1986,1,2,9,2,1,2,1,1,3,1,1,1,2,2,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,2,9,2,0,0,0,0,0,0,0,0,0,2,9,0,1,2,0,0,0,0,0,1,1,2,3,2,1,1,9,9,2,9,9,9,0,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
9147253,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Bhatingyala,Bhatingyala,Dasholi,1,3,1,5,1,246449,2,2,3,0,2,4,19,0,0,0,0,2,2,1,225,1,0,0,0,0,0,0,9,9,1998,1,2,9,1,2,0,4,1,3,1,1,2,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,0,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
9922630,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Kevar Malla,Kewar Malla,Narayanbagar,1,3,1,5,1,246455,2,2,3,0,2,4,19,14,0,0,0,1,2,1,225,1,0,0,1,0,0,0,9,9,2003,1,2,9,2,2,0,7,2,3,1,1,2,3,2,1,0,2,1,1,0,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,7,7,1.0,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
4195500,UTTARAKHAND,CHAMOLI,KARANPRAYAG,2,Gochar-Municipality,Gochar (NP) -Panaai Malli Ward No.1,,,,1,3,1,5,1,246429,2,2,3,0,2,4,19,14,0,0,0,1,2,1,230,1,0,0,0,0,1,1,9,9,1969,1,2,9,2,1,12,3,1,3,1,1,2,3,0,3,0,0,2,1,0,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,1,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,25,25,1.0,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
4900601,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Sainj,Jakh Patyun,Narayanbagar,1,3,1,5,1,246453,2,2,3,0,2,4,0,0,0,0,0,2,2,1,224,1,0,0,0,0,0,0,9,9,1952,1,2,9,2,2,0,1,1,3,2,2,5,2,2,2,0,0,1,1,1,1,1,1,1,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,1,1,2,3,2,1,1,9,9,2,9,9,9,1,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,2
8425690,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Subhai,Subhai,Joshimath,1,3,1,5,1,246443,2,2,3,0,2,4,19,14,0,0,0,1,2,2,224,1,0,0,0,0,0,2,9,9,1959,1,2,9,2,2,0,1,1,3,1,1,2,3,3,0,0,3,1,2,2,2,2,1,1,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,0,0,1.0,1,2,1,2,1,1,1,1,9,0,1,2,1,1,1,2,2,1,1,1,1
1503606,UTTARAKHAND,CHAMOLI,GAIRSAIN,2,Gairsain-Town Panchayat,Gairsain (NP) -Saliyana Ward No. 1,,,,1,3,1,5,1,246428,2,2,3,0,2,4,19,0,0,0,0,1,2,1,221,1,0,0,1,0,0,0,9,9,1978,1,2,9,2,2,0,6,1,3,1,0,2,3,1,1,2,0,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,2,0,0,0,0,0,1,1,2,3,1,2,1,9,9,2,9,9,9,0,0,1.0,1,1,1,2,1,1,2,1,9,0,1,2,6,1,2,2,2,1,1,1,1
2976903,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Jhijhoni,Jhinjhoni,Narayanbagar,1,3,1,5,1,246455,2,2,3,0,2,4,19,14,0,0,0,1,2,1,224,1,0,0,0,0,2,0,9,9,1947,1,2,9,2,2,0,0,1,3,6,6,5,6,1,4,2,0,1,3,3,3,3,0,0,1,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,4,0,0,0,1,0,1,1,2,3,2,2,1,9,9,2,9,9,9,55,55,1.0,1,1,1,2,1,1,1,1,9,0,1,1,6,1,2,2,2,2,1,1,2
