source_settlement_id,source_settlement,source_population,source_district,recommendation_rank,site_id,site_name,site_village,site_district,ai_relocation_score,safe_site_score,site_capacity,distance_km,distance_score,accessibility_score,infrastructure_score,remaining_capacity,recommendation_status,reason
SETTLEMENT_40834,Kimana,530,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.397,71.23,100.0,17.664,15.573,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40834,Kimana,530,57,2,4283719,Educational Facility,Urgam,CHAMOLI,70.03,53.86,125.0,4.71,100.0,40.0,75.0,125.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40834,Kimana,530,57,3,7073310,Educational Facility,Pakhi,CHAMOLI,68.912,69.24,50.0,3.582,100.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40834,Kimana,530,57,4,9156747,Educational Facility,Langsi,CHAMOLI,68.761,63.47,62.0,2.623,100.0,100.0,90.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40834,Kimana,530,57,5,9122080,Educational Facility,Raigari,CHAMOLI,66.491,69.86,75.0,15.463,30.247,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40835,Pokhani Urf Pokhari,289,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.363,71.23,100.0,20.696,0.0,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40835,Pokhani Urf Pokhari,289,57,2,7073310,Educational Facility,Pakhi,CHAMOLI,68.848,69.24,50.0,2.08,100.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40835,Pokhani Urf Pokhari,289,57,3,9156747,Educational Facility,Langsi,CHAMOLI,68.729,63.47,62.0,4.809,100.0,100.0,90.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40835,Pokhani Urf Pokhari,289,57,4,4283719,Educational Facility,Urgam,CHAMOLI,67.919,53.86,125.0,7.469,83.539,40.0,75.0,125.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40835,Pokhani Urf Pokhari,289,57,5,9122080,Educational Facility,Raigari,CHAMOLI,65.842,69.86,75.0,17.133,19.114,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40836,Lanji,201,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.357,71.23,100.0,19.5,3.336,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40836,Lanji,201,57,2,7073310,Educational Facility,Pakhi,CHAMOLI,68.908,69.24,50.0,1.706,100.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40836,Lanji,201,57,3,9156747,Educational Facility,Langsi,CHAMOLI,68.756,63.47,62.0,3.277,100.0,100.0,90.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40836,Lanji,201,57,4,4283719,Educational Facility,Urgam,CHAMOLI,68.558,53.86,125.0,6.641,89.061,40.0,75.0,125.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40836,Lanji,201,57,5,9122080,Educational Facility,Raigari,CHAMOLI,66.451,69.86,75.0,15.694,28.706,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40837,Tirosi,51,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.288,71.23,100.0,19.214,5.238,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40837,Tirosi,51,57,2,7073310,Educational Facility,Pakhi,CHAMOLI,68.946,69.24,50.0,1.72,100.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40837,Tirosi,51,57,3,9156747,Educational Facility,Langsi,CHAMOLI,68.759,63.47,62.0,2.359,100.0,100.0,90.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40837,Tirosi,51,57,4,9122080,Educational Facility,Raigari,CHAMOLI,68.307,69.86,75.0,14.196,38.695,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40837,Tirosi,51,57,5,4283719,Educational Facility,Urgam,CHAMOLI,67.99,53.86,125.0,7.076,86.161,40.0,75.0,125.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40838,Dwing,150,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.248,71.23,100.0,18.105,12.63,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40838,Dwing,150,57,2,4283719,Educational Facility,Urgam,CHAMOLI,69.566,53.86,125.0,5.743,95.047,40.0,75.0,125.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40838,Dwing,150,57,3,7073310,Educational Facility,Pakhi,CHAMOLI,68.944,69.24,50.0,2.751,100.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40838,Dwing,150,57,4,9156747,Educational Facility,Langsi,CHAMOLI,68.763,63.47,62.0,1.729,100.0,100.0,90.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40838,Dwing,150,57,5,9122080,Educational Facility,Raigari,CHAMOLI,68.226,69.86,75.0,14.424,37.173,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40839,Tapon,108,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.269,71.23,100.0,17.01,19.935,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40839,Tapon,108,57,2,4283719,Educational Facility,Urgam,CHAMOLI,70.004,53.86,125.0,5.295,98.034,40.0,75.0,125.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40839,Tapon,108,57,3,7073310,Educational Facility,Pakhi,CHAMOLI,68.933,69.24,50.0,3.869,100.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40839,Tapon,108,57,4,9156747,Educational Facility,Langsi,CHAMOLI,68.763,63.47,62.0,0.565,100.0,100.0,90.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40839,Tapon,108,57,5,9122080,Educational Facility,Raigari,CHAMOLI,68.588,69.86,75.0,13.403,43.981,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40840,Gulabkoti,419,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,71.099,71.23,100.0,15.325,31.169,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40840,Gulabkoti,419,57,2,9122080,Educational Facility,Raigari,CHAMOLI,70.915,69.86,75.0,11.92,53.864,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40840,Gulabkoti,419,57,3,4283719,Educational Facility,Urgam,CHAMOLI,70.01,53.86,125.0,5.173,98.844,40.0,75.0,125.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40840,Gulabkoti,419,57,4,9156747,Educational Facility,Langsi,CHAMOLI,68.763,63.47,62.0,1.724,100.0,100.0,90.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40840,Gulabkoti,419,57,5,7073310,Educational Facility,Pakhi,CHAMOLI,68.597,69.24,50.0,5.798,94.683,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40841,Langsi,465,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.421,71.23,100.0,16.93,20.468,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40841,Langsi,465,57,2,9122080,Educational Facility,Raigari,CHAMOLI,70.05,69.86,75.0,12.843,47.711,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40841,Langsi,465,57,3,4283719,Educational Facility,Urgam,CHAMOLI,69.723,53.86,125.0,5.628,95.812,40.0,75.0,125.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40841,Langsi,465,57,4,7073310,Educational Facility,Pakhi,CHAMOLI,68.928,69.24,50.0,4.075,100.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40841,Langsi,465,57,5,9156747,Educational Facility,Langsi,CHAMOLI,68.763,63.47,62.0,0.0,100.0,100.0,90.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40842,Tangni talli,273,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.363,71.23,100.0,19.135,5.765,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40842,Tangni talli,273,57,2,7073310,Educational Facility,Pakhi,CHAMOLI,68.946,69.24,50.0,1.783,100.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40842,Tangni talli,273,57,3,9156747,Educational Facility,Langsi,CHAMOLI,68.763,63.47,62.0,2.293,100.0,100.0,90.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40842,Tangni talli,273,57,4,9122080,Educational Facility,Raigari,CHAMOLI,68.407,69.86,75.0,14.2,38.67,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40842,Tangni talli,273,57,5,4283719,Educational Facility,Urgam,CHAMOLI,68.204,53.86,125.0,6.987,86.756,40.0,75.0,125.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40843,Tangni malli,358,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.384,71.23,100.0,18.874,7.507,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40843,Tangni malli,358,57,2,7073310,Educational Facility,Pakhi,CHAMOLI,68.946,69.24,50.0,2.386,100.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40843,Tangni malli,358,57,3,9122080,Educational Facility,Raigari,CHAMOLI,68.786,69.86,75.0,13.353,44.312,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40843,Tangni malli,358,57,4,9156747,Educational Facility,Langsi,CHAMOLI,68.763,63.47,62.0,1.949,100.0,100.0,90.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40843,Tangni malli,358,57,5,4283719,Educational Facility,Urgam,CHAMOLI,68.031,53.86,125.0,7.207,85.284,40.0,75.0,125.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40844,Jalgwar,424,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.384,71.23,100.0,20.872,0.0,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40844,Jalgwar,424,57,2,7073310,Educational Facility,Pakhi,CHAMOLI,68.932,69.24,50.0,0.034,100.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40844,Jalgwar,424,57,3,9156747,Educational Facility,Langsi,CHAMOLI,68.761,63.47,62.0,4.095,100.0,100.0,90.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40844,Jalgwar,424,57,4,4283719,Educational Facility,Urgam,CHAMOLI,67.744,53.86,125.0,8.321,77.857,40.0,75.0,125.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40844,Jalgwar,424,57,5,9122080,Educational Facility,Raigari,CHAMOLI,66.487,69.86,75.0,15.452,30.323,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40845,Pakhi,430,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.384,71.23,100.0,20.846,0.0,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40845,Pakhi,430,57,2,7073310,Educational Facility,Pakhi,CHAMOLI,68.932,69.24,50.0,0.0,100.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40845,Pakhi,430,57,3,9156747,Educational Facility,Langsi,CHAMOLI,68.761,63.47,62.0,4.075,100.0,100.0,90.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40845,Pakhi,430,57,4,4283719,Educational Facility,Urgam,CHAMOLI,67.753,53.86,125.0,8.288,78.077,40.0,75.0,125.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40845,Pakhi,430,57,5,9122080,Educational Facility,Raigari,CHAMOLI,66.487,69.86,75.0,15.456,30.296,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40846,Marwadi Chak Pakhi,185,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.357,71.23,100.0,21.492,0.0,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40846,Marwadi Chak Pakhi,185,57,2,7073310,Educational Facility,Pakhi,CHAMOLI,68.888,69.24,50.0,0.664,100.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40846,Marwadi Chak Pakhi,185,57,3,9156747,Educational Facility,Langsi,CHAMOLI,68.741,63.47,62.0,4.738,100.0,100.0,90.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40846,Marwadi Chak Pakhi,185,57,4,4283719,Educational Facility,Urgam,CHAMOLI,67.394,53.86,125.0,8.831,74.463,40.0,75.0,125.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40846,Marwadi Chak Pakhi,185,57,5,9122080,Educational Facility,Raigari,CHAMOLI,66.451,69.86,75.0,15.932,27.117,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40847,Darmi,112,57,1,9122080,Educational Facility,Raigari,CHAMOLI,70.944,69.86,75.0,11.742,55.053,100.0,90.0,75.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40847,Darmi,112,57,2,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.227,71.23,100.0,19.84,1.065,100.0,85.0,100.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40847,Darmi,112,57,3,7073310,Educational Facility,Pakhi,CHAMOLI,68.93,69.24,50.0,3.808,100.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40847,Darmi,112,57,4,9156747,Educational Facility,Langsi,CHAMOLI,68.76,63.47,62.0,3.657,100.0,100.0,90.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40847,Darmi,112,57,5,4283719,Educational Facility,Urgam,CHAMOLI,67.261,53.86,125.0,9.277,71.486,40.0,75.0,125.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40848,Noligwar,132,57,1,9122080,Educational Facility,Raigari,CHAMOLI,71.066,69.86,75.0,11.393,57.381,100.0,90.0,75.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40848,Noligwar,132,57,2,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.24,71.23,100.0,17.815,14.568,100.0,85.0,100.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40848,Noligwar,132,57,3,7073310,Educational Facility,Pakhi,CHAMOLI,68.914,69.24,50.0,4.332,100.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40848,Noligwar,132,57,4,9156747,Educational Facility,Langsi,CHAMOLI,68.763,63.47,62.0,1.961,100.0,100.0,90.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40848,Noligwar,132,57,5,4283719,Educational Facility,Urgam,CHAMOLI,67.908,53.86,125.0,7.497,83.351,40.0,75.0,125.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40849,Pagnau,460,57,1,9122080,Educational Facility,Raigari,CHAMOLI,71.128,69.86,75.0,11.247,58.356,100.0,90.0,75.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40849,Pagnau,460,57,2,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.591,71.23,100.0,16.235,25.101,100.0,85.0,100.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40849,Pagnau,460,57,3,4283719,Educational Facility,Urgam,CHAMOLI,69.044,53.86,125.0,6.332,91.119,40.0,75.0,125.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40849,Pagnau,460,57,4,7073310,Educational Facility,Pakhi,CHAMOLI,68.878,69.24,50.0,5.368,97.547,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40849,Pagnau,460,57,5,9156747,Educational Facility,Langsi,CHAMOLI,68.763,63.47,62.0,1.64,100.0,100.0,90.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40850,Molta,521,57,1,9122080,Educational Facility,Raigari,CHAMOLI,72.263,69.86,75.0,8.767,74.885,100.0,90.0,75.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40850,Molta,521,57,2,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.421,71.23,100.0,16.925,20.503,100.0,85.0,100.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40850,Molta,521,57,3,9156747,Educational Facility,Langsi,CHAMOLI,68.762,63.47,62.0,4.139,100.0,100.0,90.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40850,Molta,521,57,4,4283719,Educational Facility,Urgam,CHAMOLI,67.477,53.86,125.0,8.825,74.498,40.0,75.0,125.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40850,Molta,521,57,5,9859864,Educational Facility,Bara Gaon,CHAMOLI,67.465,63.61,75.0,8.726,75.16,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40851,Ganai,530,57,1,9122080,Educational Facility,Raigari,CHAMOLI,71.283,69.86,75.0,10.555,62.967,100.0,90.0,75.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40851,Ganai,530,57,2,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.384,71.23,100.0,18.389,10.739,100.0,85.0,100.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40851,Ganai,530,57,3,7073310,Educational Facility,Pakhi,CHAMOLI,68.879,69.24,50.0,4.922,100.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40851,Ganai,530,57,4,9156747,Educational Facility,Langsi,CHAMOLI,68.763,63.47,62.0,3.149,100.0,100.0,90.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40851,Ganai,530,57,5,4283719,Educational Facility,Urgam,CHAMOLI,67.634,53.86,125.0,8.638,75.744,40.0,75.0,125.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40852,Bhalgaon,197,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.252,71.23,100.0,21.75,0.0,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40852,Bhalgaon,197,57,2,9122080,Educational Facility,Raigari,CHAMOLI,69.364,69.86,75.0,12.451,50.323,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40852,Bhalgaon,197,57,3,4270841,Educational Facility,Subhai,CHAMOLI,65.944,67.74,50.0,6.966,86.894,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40852,Bhalgaon,197,57,4,1594739,Educational Facility,Raini Chak Lata,CHAMOLI,65.639,63.74,50.0,4.993,100.0,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40852,Bhalgaon,197,57,5,9859864,Educational Facility,Bara Gaon,CHAMOLI,64.981,63.61,75.0,12.698,48.681,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40853,Longsagari,118,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,69.944,71.23,100.0,23.049,0.0,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40853,Longsagari,118,57,2,9122080,Educational Facility,Raigari,CHAMOLI,64.922,69.86,75.0,21.233,0.0,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40853,Longsagari,118,57,3,7073310,Educational Facility,Pakhi,CHAMOLI,63.785,69.24,50.0,35.166,0.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40853,Longsagari,118,57,4,8765150,Educational Facility,Fagti,CHAMOLI,61.845,67.12,25.0,4.578,100.0,100.0,100.0,25.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40853,Longsagari,118,57,5,9859864,Educational Facility,Bara Gaon,CHAMOLI,60.777,63.61,75.0,19.617,2.554,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40855,Pagrasu,66,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.072,71.23,100.0,21.782,0.0,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40855,Pagrasu,66,57,2,9122080,Educational Facility,Raigari,CHAMOLI,65.922,69.86,75.0,15.915,27.234,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40855,Pagrasu,66,57,3,7073310,Educational Facility,Pakhi,CHAMOLI,64.062,69.24,50.0,30.581,0.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40855,Pagrasu,66,57,4,4270841,Educational Facility,Subhai,CHAMOLI,63.703,67.74,50.0,10.934,60.443,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40855,Pagrasu,66,57,5,1594739,Educational Facility,Raini Chak Lata,CHAMOLI,63.068,63.74,50.0,9.022,73.185,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40856,Tolma,506,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.213,71.23,100.0,22.983,0.0,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40856,Tolma,506,57,2,9122080,Educational Facility,Raigari,CHAMOLI,67.339,69.86,75.0,14.377,37.488,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40856,Tolma,506,57,3,4270841,Educational Facility,Subhai,CHAMOLI,64.871,67.74,50.0,8.775,74.833,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40856,Tolma,506,57,4,1594739,Educational Facility,Raini Chak Lata,CHAMOLI,64.866,63.74,50.0,6.775,88.166,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40856,Tolma,506,57,5,7073310,Educational Facility,Pakhi,CHAMOLI,63.983,69.24,50.0,29.543,0.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40857,Sukhi,205,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.257,71.23,100.0,21.363,0.0,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40857,Sukhi,205,57,2,9122080,Educational Facility,Raigari,CHAMOLI,69.544,69.86,75.0,12.129,52.47,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40857,Sukhi,205,57,3,4270841,Educational Facility,Subhai,CHAMOLI,66.173,67.74,50.0,6.744,88.377,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40857,Sukhi,205,57,4,1594739,Educational Facility,Raini Chak Lata,CHAMOLI,65.687,63.74,50.0,4.796,100.0,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40857,Sukhi,205,57,5,9859864,Educational Facility,Bara Gaon,CHAMOLI,65.4,63.61,75.0,12.302,51.322,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40858,Kuraipani,33,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.193,71.23,100.0,21.089,0.0,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40858,Kuraipani,33,57,2,9122080,Educational Facility,Raigari,CHAMOLI,69.911,69.86,75.0,11.164,58.909,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40858,Kuraipani,33,57,3,4270841,Educational Facility,Subhai,CHAMOLI,66.898,67.74,50.0,5.753,94.98,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40858,Kuraipani,33,57,4,9859864,Educational Facility,Bara Gaon,CHAMOLI,65.803,63.61,75.0,11.523,56.512,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40858,Kuraipani,33,57,5,1594739,Educational Facility,Raini Chak Lata,CHAMOLI,65.734,63.74,50.0,3.822,100.0,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40859,Aira,25,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,75.626,71.23,100.0,12.229,51.805,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40859,Aira,25,57,2,9122080,Educational Facility,Raigari,CHAMOLI,73.052,69.86,75.0,7.138,85.744,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40859,Aira,25,57,3,9859864,Educational Facility,Bara Gaon,CHAMOLI,70.44,63.61,75.0,2.892,100.0,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40859,Aira,25,57,4,3856092,Educational Facility,Bara Gaon,CHAMOLI,69.558,66.72,62.0,2.892,100.0,100.0,85.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40859,Aira,25,57,5,6188919,Educational Facility,Pandukaswar,CHAMOLI,64.774,63.47,62.0,12.229,51.805,100.0,90.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40861,Khancha talla,15,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,75.862,71.23,100.0,11.683,55.449,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40861,Khancha talla,15,57,2,9122080,Educational Facility,Raigari,CHAMOLI,73.331,69.86,75.0,6.739,88.407,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40861,Khancha talla,15,57,3,9859864,Educational Facility,Bara Gaon,CHAMOLI,70.443,63.61,75.0,1.774,100.0,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40861,Khancha talla,15,57,4,3856092,Educational Facility,Bara Gaon,CHAMOLI,69.56,66.72,62.0,1.774,100.0,100.0,85.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40861,Khancha talla,15,57,5,6188919,Educational Facility,Pandukaswar,CHAMOLI,65.081,63.47,62.0,11.683,55.449,100.0,90.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40862,Khancha malla,14,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,75.889,71.23,100.0,11.651,55.662,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40862,Khancha malla,14,57,2,9122080,Educational Facility,Raigari,CHAMOLI,73.356,69.86,75.0,6.713,88.58,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40862,Khancha malla,14,57,3,9859864,Educational Facility,Bara Gaon,CHAMOLI,70.443,63.61,75.0,1.766,100.0,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
